Accuracy,Precision_Refutes,Precision_Supports,Precision_NEI,Recall_Refutes,Recall_Supports,Recall_NEI,F1_Refutes,F1_Supports,F1_NEI
0.4455945594559456,0.5881231272132934,0.3939011898195572,0.4821232123212321,0.32388238823882387,0.7499249924992499,0.262976297629763,0.4177227435426139,0.5165056568683164,0.34032226752086975
